nomes,idade,cidade,estado,cpf,cnpj,qtd_clientes_estado,media_idade,CPF_Valido_Invalido,CNPJ_Valido_Invalido,Quantidade CPF Válidos,Quantidade de CPF Inválidos,Quantidade CNPJ Válidos,Quantidade de CNPJ Inválidos,Quantidade_Clientes
John Holmes,85,ACAUÃ,PI,7291253276,2588213,370,53.7831,True,True,10000,0,5061,4939,10000
Jordan Brock,61,ABATIÁ,PR,29341177405,04081082954281,370,53.7831,True,False,10000,0,5061,4939,10000
Stephanie Mendez,66,ANGRA DOS REIS,RJ,4752838800,82804513,355,53.7831,True,True,10000,0,5061,4939,10000
Adrian Bryant,33,ACARI,RN,01562495020,97740191451412,370,53.7831,True,False,10000,0,5061,4939,10000
Jose Burton,65,ALTA FLORESTA D'OESTE,RO,59565808875,35151613,370,53.7831,True,True,10000,0,5061,4939,10000
Christopher Knight,76,AMAJARI,RR,85213801277,70860699845790,370,53.7831,True,False,10000,0,5061,4939,10000
Tiffany Carrillo,61,ACEGUÁ,RS,47122359344,67964413,370,53.7831,True,True,10000,0,5061,4939,10000
John Mcdonald,44,ABDON BATISTA,SC,26459873704,41080118373937,370,53.7831,True,False,10000,0,5061,4939,10000
Dalton Pierce,32,AMPARO DE SÃO FRANCISCO,SE,77939530534,49747513,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Castillo,89,ADAMANTINA,são  paulo,11161836179,76065114066603,3,53.7831,True,False,10000,0,5061,4939,10000
Amanda Barnett,37,ABREULÂNDIA,TO,29594053828,98967613,370,53.7831,True,True,10000,0,5061,4939,10000
Jeffrey King,90,ACRELÂNDIA,AC,50066235944,15245381240961,371,53.7831,True,False,10000,0,5061,4939,10000
Alex Murphy,34,ÁGUA BRANCA,AL,83064446398,193413,371,53.7831,True,True,10000,0,5061,4939,10000
Ryan Greene,82,ALVARÃES,AM,88527388600,20318973896125,371,53.7831,True,False,10000,0,5061,4939,10000
Jennifer Bridges,26,SERRA DO NAVIO,AP,53239536242,53269113,371,53.7831,True,True,10000,0,5061,4939,10000
Gregory Hughes,26,ABAÍRA,BA,99036807670,88470340152903,371,53.7831,True,False,10000,0,5061,4939,10000
John Marshall,60,ABAIARA,CE,98671530817,13776613,371,53.7831,True,True,10000,0,5061,4939,10000
Carol Perkins,24,Brasília,DF,34498482166,69068120112863,365,53.7831,True,False,10000,0,5061,4939,10000
Julie Delgado,81,AFONSO CLÁUDIO,ES,62640338471,90383613,371,53.7831,True,True,10000,0,5061,4939,10000
Hannah Hines,32,ABADIA DE GOIÁS,GO,20925286702,56685168062758,371,53.7831,True,False,10000,0,5061,4939,10000
Joseph Gray,30,AÇAILÂNDIA,MA,45049201152,83634113,371,53.7831,True,True,10000,0,5061,4939,10000
Christopher Harper,75,ABADIA DOS DOURADOS,MG,96242416190,53504090391121,340,53.7831,True,False,10000,0,5061,4939,10000
Jason Williams,45,ÁGUA CLARA,MS,1081434490,25372713,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Taylor,52,ACORIZAL,MT,20428558984,23175643888440,370,53.7831,True,False,10000,0,5061,4939,10000
Ashley Edwards,89,ABAETETUBA,PA,98621300753,45128813,370,53.7831,True,True,10000,0,5061,4939,10000
Stacey Harris,64,ÁGUA BRANCA,PB,67999957410,86389884893405,370,53.7831,True,False,10000,0,5061,4939,10000
Mary Mendez,37,ABREU E LIMA,PE,83291155939,866513,370,53.7831,True,True,10000,0,5061,4939,10000
Lynn Hancock MD,44,ACAUÃ,PI,48776888118,96434425424972,370,53.7831,True,False,10000,0,5061,4939,10000
David Stevens,89,ABATIÁ,PR,62636269177,84064613,370,53.7831,True,True,10000,0,5061,4939,10000
Anthony Jones,49,ANGRA DOS REIS,RJ,34492787119,42082003216920,355,53.7831,True,False,10000,0,5061,4939,10000
Kelly Pena,59,ACARI,RN,8890379650,23232913,370,53.7831,True,True,10000,0,5061,4939,10000
Michelle Bennett,51,ALTA FLORESTA D'OESTE,RO,50310567467,43603711768029,370,53.7831,True,False,10000,0,5061,4939,10000
James Li,40,AMAJARI,RR,4812150426,93917913,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Thomas,87,ACEGUÁ,RS,24543065654,07723578866503,370,53.7831,True,False,10000,0,5061,4939,10000
Bethany Diaz,27,ABDON BATISTA,SC,62099648506,3495644263,370,53.7831,True,True,10000,0,5061,4939,10000
Anthony Howard,57,AMPARO DE SÃO FRANCISCO,SE,83669510656,64352959508474,370,53.7831,True,False,10000,0,5061,4939,10000
Carlos Payne,61,ADAMANTINA,são  paulo,35122289093,13257513,3,53.7831,True,True,10000,0,5061,4939,10000
Craig Walker,71,ABREULÂNDIA,TO,74257783192,20137525954931,370,53.7831,True,False,10000,0,5061,4939,10000
Kyle Williams,81,ACRELÂNDIA,AC,91581794886,53415613,371,53.7831,True,True,10000,0,5061,4939,10000
Roy Townsend,48,ÁGUA BRANCA,AL,08507983375,76387898355108,371,53.7831,True,False,10000,0,5061,4939,10000
Joseph Elliott,37,ALVARÃES,AM,99115506134,67475313,371,53.7831,True,True,10000,0,5061,4939,10000
Joseph Ho,28,SERRA DO NAVIO,AP,49329225829,16966018967679,371,53.7831,True,False,10000,0,5061,4939,10000
Darrell Sexton,51,ABAÍRA,BA,15368324219,61946813,371,53.7831,True,True,10000,0,5061,4939,10000
Joseph Turner,87,ABAIARA,CE,30858177358,66737056871787,371,53.7831,True,False,10000,0,5061,4939,10000
Heather Thomas,64,Brasília,DF,98851634769,68313713,365,53.7831,True,True,10000,0,5061,4939,10000
Dawn Jones,21,AFONSO CLÁUDIO,ES,91183244100,87742757986093,371,53.7831,True,False,10000,0,5061,4939,10000
Manuel Frank,69,ABADIA DE GOIÁS,GO,13163936237,48469713,371,53.7831,True,True,10000,0,5061,4939,10000
Paul Brennan,47,AÇAILÂNDIA,MA,29019278231,37793898062990,371,53.7831,True,False,10000,0,5061,4939,10000
Erin Obrien,18,ABADIA DOS DOURADOS,MG,56139719860,445212,340,53.7831,True,True,10000,0,5061,4939,10000
Peter Jackson,74,ÁGUA CLARA,MS,10433110090,57978318055141,370,53.7831,True,False,10000,0,5061,4939,10000
Susan Silva,61,ACORIZAL,MT,2242021460,41574213,370,53.7831,True,True,10000,0,5061,4939,10000
Madeline Hill,28,ABAETETUBA,PA,76762652824,87230981043380,370,53.7831,True,False,10000,0,5061,4939,10000
Mr. Charles Schwartz,47,ÁGUA BRANCA,PB,1473369290,78060813,370,53.7831,True,True,10000,0,5061,4939,10000
Melissa Petersen,90,ABREU E LIMA,PE,92665808641,23803319894828,370,53.7831,True,False,10000,0,5061,4939,10000
Kathryn Fowler,39,ACAUÃ,PI,17694391294,34971813,370,53.7831,True,True,10000,0,5061,4939,10000
Shane Villa,59,ABATIÁ,PR,79415329998,51204149855650,370,53.7831,True,False,10000,0,5061,4939,10000
Heather Mosley,84,ANGRA DOS REIS,RJ,73696720852,92484113,355,53.7831,True,True,10000,0,5061,4939,10000
Michael Benson,20,ACARI,RN,56297605300,95009048358993,370,53.7831,True,False,10000,0,5061,4939,10000
Joel Kelly,73,ALTA FLORESTA D'OESTE,RO,75297450500,7015113,370,53.7831,True,True,10000,0,5061,4939,10000
Miss Christine Allen DVM,31,AMAJARI,RR,63331267805,37874234002111,370,53.7831,True,False,10000,0,5061,4939,10000
Jose Jenkins,73,ACEGUÁ,RS,66424092307,95869413,370,53.7831,True,True,10000,0,5061,4939,10000
David Gill,81,ABDON BATISTA,SC,65601866953,16777448762676,370,53.7831,True,True,10000,0,5061,4939,10000
Aaron Franco,33,AMPARO DE SÃO FRANCISCO,SE,64379535517,52729913,370,53.7831,True,True,10000,0,5061,4939,10000
Allen Powell,90,ADAMANTINA,são  paulo,28146746330,75062174631412,3,53.7831,True,False,10000,0,5061,4939,10000
Amber Taylor,41,ABREULÂNDIA,TO,10401840492,27510113,370,53.7831,True,True,10000,0,5061,4939,10000
Vanessa Haynes,32,ACRELÂNDIA,AC,75791090854,64644828102910,371,53.7831,True,False,10000,0,5061,4939,10000
Darren Davis,61,ÁGUA BRANCA,AL,11841573329,8059313,371,53.7831,True,True,10000,0,5061,4939,10000
Daniel Davis,45,ALVARÃES,AM,80610637355,91637625761158,371,53.7831,True,False,10000,0,5061,4939,10000
William Morales,22,SERRA DO NAVIO,AP,26217700379,39881913,371,53.7831,True,True,10000,0,5061,4939,10000
Christina Simpson,67,ABAÍRA,BA,83852685370,93064181937780,371,53.7831,True,False,10000,0,5061,4939,10000
Kevin Wright,75,ABAIARA,CE,24326051442,68004413,371,53.7831,True,True,10000,0,5061,4939,10000
Adam Cannon,67,Brasília,DF,97123605390,38051143111517,365,53.7831,True,False,10000,0,5061,4939,10000
Jason Hall,58,AFONSO CLÁUDIO,ES,20821547348,12558713,371,53.7831,True,True,10000,0,5061,4939,10000
Matthew Wagner,67,ABADIA DE GOIÁS,GO,55234980170,58608836326776,371,53.7831,True,False,10000,0,5061,4939,10000
Colleen Hall,41,AÇAILÂNDIA,MA,8946760915,38721713,371,53.7831,True,True,10000,0,5061,4939,10000
Robert Smith,61,ABADIA DOS DOURADOS,MG,87241892437,70885137114755,340,53.7831,True,False,10000,0,5061,4939,10000
Ashley Nash,67,ÁGUA CLARA,MS,19486718750,87875813,370,53.7831,True,True,10000,0,5061,4939,10000
Jennifer Sullivan,60,ACORIZAL,MT,09588951712,62350742993772,370,53.7831,True,False,10000,0,5061,4939,10000
Daisy Herrera,37,ABAETETUBA,PA,49166470684,40849413,370,53.7831,True,True,10000,0,5061,4939,10000
Joshua Garcia,85,ÁGUA BRANCA,PB,71461682045,91915626999105,370,53.7831,True,False,10000,0,5061,4939,10000
William Joseph,49,ABREU E LIMA,PE,32100992864,17806313,370,53.7831,True,True,10000,0,5061,4939,10000
Jackie Ford,22,ACAUÃ,PI,72634458401,24836512266932,370,53.7831,True,False,10000,0,5061,4939,10000
Laura Wagner,55,ABATIÁ,PR,17016662608,2114313,370,53.7831,True,True,10000,0,5061,4939,10000
Justin Day,23,ANGRA DOS REIS,rio de  janeiro ,65453295708,80358716562011,15,53.7831,True,False,10000,0,5061,4939,10000
Chloe Lambert,76,ACARI,RN,17895378864,80378213,370,53.7831,True,True,10000,0,5061,4939,10000
Gary Christensen,53,ALTA FLORESTA D'OESTE,RO,48442882456,37749502065175,370,53.7831,True,False,10000,0,5061,4939,10000
Virginia Thomas,20,AMAJARI,RR,21988421578,38277713,370,53.7831,True,True,10000,0,5061,4939,10000
Nicole Spence,33,ACEGUÁ,RS,35001275768,39119095680306,370,53.7831,True,False,10000,0,5061,4939,10000
Bryan Arellano,58,ABDON BATISTA,SC,73551845719,2659413,370,53.7831,True,True,10000,0,5061,4939,10000
Thomas Thompson,34,AMPARO DE SÃO FRANCISCO,SE,95227612064,24497914052801,370,53.7831,True,False,10000,0,5061,4939,10000
Tony Murphy,66,ADAMANTINA,SP,9163622211,3237513,364,53.7831,True,True,10000,0,5061,4939,10000
Jamie Jones,23,ABREULÂNDIA,TO,10635967260,34835066619750,370,53.7831,True,False,10000,0,5061,4939,10000
Robert Fisher MD,25,ACRELÂNDIA,AC,55176696975,94065113,371,53.7831,True,True,10000,0,5061,4939,10000
Calvin Reed,54,ÁGUA BRANCA,AL,47291646367,39441010858801,371,53.7831,True,False,10000,0,5061,4939,10000
Robert Miller,53,ALVARÃES,AM,68554430280,87947713,371,53.7831,True,True,10000,0,5061,4939,10000
Kayla Phillips,89,SERRA DO NAVIO,AP,75058963779,01865847744559,371,53.7831,True,True,10000,0,5061,4939,10000
Barbara Holmes,78,ABAÍRA,BA,44670865366,5874613,371,53.7831,True,True,10000,0,5061,4939,10000
Samantha Davis MD,85,ABAIARA,CE,57902279889,88129970763624,371,53.7831,True,False,10000,0,5061,4939,10000
John Davis,26,Brasília,DF,92317078170,27327512,365,53.7831,True,True,10000,0,5061,4939,10000
Larry Davis,80,AFONSO CLÁUDIO,ES,50732990270,55545407243846,371,53.7831,True,False,10000,0,5061,4939,10000
Scott Cain,70,ABADIA DE GOIÁS,GO,41784856878,44644313,371,53.7831,True,True,10000,0,5061,4939,10000
Ashley Macias,76,AÇAILÂNDIA,MA,96871887318,12095491285169,371,53.7831,True,False,10000,0,5061,4939,10000
Robert Fuller,87,ABADIA DOS DOURADOS,MG,11624364250,81339113,340,53.7831,True,True,10000,0,5061,4939,10000
Maria Howard,68,ÁGUA CLARA,MS,84699870384,52807316156100,370,53.7831,True,False,10000,0,5061,4939,10000
Dustin Green,88,ACORIZAL,MT,67873185290,79071813,370,53.7831,True,True,10000,0,5061,4939,10000
Colleen Thompson,21,ABAETETUBA,PA,34611438201,84460646065278,370,53.7831,True,False,10000,0,5061,4939,10000
Joshua Ritter,69,ÁGUA BRANCA,PB,70967866359,31157413,370,53.7831,True,True,10000,0,5061,4939,10000
Christian Flores,19,ABREU E LIMA,PE,28859771595,82758229347260,370,53.7831,True,False,10000,0,5061,4939,10000
Stacy Combs,69,ACAUÃ,PI,70907181155,29666413,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Henry,25,ABATIÁ,PR,68047931962,34785965444383,370,53.7831,True,False,10000,0,5061,4939,10000
Kevin Montgomery,73,ANGRA DOS REIS,rio de  janeiro ,98440335784,84952413,15,53.7831,True,True,10000,0,5061,4939,10000
Ryan Ramsey,80,ACARI,RN,36534849607,76128729949290,370,53.7831,True,False,10000,0,5061,4939,10000
Christine Newman,63,ALTA FLORESTA D'OESTE,RO,53703274832,40405113,370,53.7831,True,True,10000,0,5061,4939,10000
Laura Brown,76,AMAJARI,RR,83455142001,47884741955898,370,53.7831,True,False,10000,0,5061,4939,10000
Sarah Johnson,66,ACEGUÁ,RS,86212279594,2602513,370,53.7831,True,True,10000,0,5061,4939,10000
Amy Bailey,66,ABDON BATISTA,SC,02182723676,42567072630932,370,53.7831,True,False,10000,0,5061,4939,10000
Cody Campbell,32,AMPARO DE SÃO FRANCISCO,SE,65579559933,85555813,370,53.7831,True,True,10000,0,5061,4939,10000
Evan Ellis,86,ADAMANTINA,SP,36999750963,35247799534404,364,53.7831,True,False,10000,0,5061,4939,10000
Regina Graves,58,ABREULÂNDIA,TO,29990161402,47588613,370,53.7831,True,True,10000,0,5061,4939,10000
Michelle Hernandez,88,ACRELÂNDIA,AC,67677015565,84379015162186,371,53.7831,True,False,10000,0,5061,4939,10000
Andrew Cortez,84,ÁGUA BRANCA,AL,62679509056,34228513,371,53.7831,True,True,10000,0,5061,4939,10000
Steven Allen,24,ALVARÃES,AM,17924883606,53717404990124,371,53.7831,True,False,10000,0,5061,4939,10000
Julia Maxwell,24,SERRA DO NAVIO,AP,27717301547,73699213,371,53.7831,True,True,10000,0,5061,4939,10000
Michael Lopez,76,ABAÍRA,BA,72760541100,94087887983756,371,53.7831,True,False,10000,0,5061,4939,10000
Charles Meyer,64,ABAIARA,CE,96927586725,25739513,371,53.7831,True,True,10000,0,5061,4939,10000
Chelsea Vega DVM,64,Brasília,DF,96499533459,05881110531595,365,53.7831,True,False,10000,0,5061,4939,10000
Jacob Bowen,82,AFONSO CLÁUDIO,ES,33348541590,41649913,371,53.7831,True,True,10000,0,5061,4939,10000
Douglas Preston,66,ABADIA DE GOIÁS,GO,90402198182,38458603591471,371,53.7831,True,False,10000,0,5061,4939,10000
Bradley Mckinney,82,AÇAILÂNDIA,MA,95427295534,28616113,371,53.7831,True,True,10000,0,5061,4939,10000
Amy Davis,49,ABADIA DOS DOURADOS,MG,72647746273,23062316861443,340,53.7831,True,False,10000,0,5061,4939,10000
Timothy Chavez,57,ÁGUA CLARA,MS,11540514048,4945913,370,53.7831,True,True,10000,0,5061,4939,10000
Kathryn Hicks,21,ACORIZAL,MT,93685688120,71806989739950,370,53.7831,True,False,10000,0,5061,4939,10000
Larry Sanchez,86,ABAETETUBA,PA,5638091599,6178213,370,53.7831,True,True,10000,0,5061,4939,10000
Daniel Travis,53,ÁGUA BRANCA,PB,86696077359,89355236984146,370,53.7831,True,False,10000,0,5061,4939,10000
Susan Hayes,47,ABREU E LIMA,PE,14326652195,6538213,370,53.7831,True,True,10000,0,5061,4939,10000
Sherri Duncan,54,ACAUÃ,PI,18911447820,04947412787437,370,53.7831,True,False,10000,0,5061,4939,10000
Robin Carr,79,ABATIÁ,PR,45975850525,74038812,370,53.7831,True,True,10000,0,5061,4939,10000
Lisa Warren,60,ANGRA DOS REIS,rio de  janeiro ,42626649961,37956834308201,15,53.7831,True,False,10000,0,5061,4939,10000
Thomas Garcia,44,ACARI,RN,92067671006,96511812,370,53.7831,True,True,10000,0,5061,4939,10000
Travis Morton,78,ALTA FLORESTA D'OESTE,RO,40381383300,09722313523813,370,53.7831,True,False,10000,0,5061,4939,10000
Carl Sparks,51,AMAJARI,RR,79800399712,54019111,370,53.7831,True,True,10000,0,5061,4939,10000
Glenn Costa,40,ACEGUÁ,RS,33363061404,48108930271894,370,53.7831,True,False,10000,0,5061,4939,10000
Bryce Wolfe,83,ABDON BATISTA,SC,370098773,41528413,370,53.7831,True,True,10000,0,5061,4939,10000
Martha Suarez,33,AMPARO DE SÃO FRANCISCO,SE,75501847396,18954966076294,370,53.7831,True,False,10000,0,5061,4939,10000
Terry Romero,82,ADAMANTINA,SP,49071439909,28880513,364,53.7831,True,True,10000,0,5061,4939,10000
Vincent Greene,55,ABREULÂNDIA,TO,52438843756,24691012949259,370,53.7831,True,False,10000,0,5061,4939,10000
Mrs. Suzanne Peters,19,ACRELÂNDIA,AC,81433726181,29592513,371,53.7831,True,True,10000,0,5061,4939,10000
Mark Spencer,30,ÁGUA BRANCA,AL,33980803325,88133999977213,371,53.7831,True,False,10000,0,5061,4939,10000
Shannon White,51,ALVARÃES,AM,97953053799,10501113,371,53.7831,True,True,10000,0,5061,4939,10000
Sandra Dunn MD,36,SERRA DO NAVIO,AP,41664652795,22302433350038,371,53.7831,True,False,10000,0,5061,4939,10000
Michelle Davila,73,ABAÍRA,BA,88181875702,54221812,371,53.7831,True,True,10000,0,5061,4939,10000
Lance Cowan,37,ABAIARA,CE,33412146404,73255692275027,371,53.7831,True,False,10000,0,5061,4939,10000
Dana Miller,38,Brasília,DF,61922382353,14988312,365,53.7831,True,True,10000,0,5061,4939,10000
Rebecca Levy,47,AFONSO CLÁUDIO,ES,63804841910,47204292806380,371,53.7831,True,False,10000,0,5061,4939,10000
Christian Smith,71,ABADIA DE GOIÁS,GO,50603537456,63724613,371,53.7831,True,True,10000,0,5061,4939,10000
Donald Lee,77,AÇAILÂNDIA,MA,06485649751,34399717654706,371,53.7831,True,False,10000,0,5061,4939,10000
Hannah Rivera,90,ABADIA DOS DOURADOS,MG,88832867907,6021713,340,53.7831,True,True,10000,0,5061,4939,10000
Teresa Brooks,67,ÁGUA CLARA,MS,55360312874,35045270438948,370,53.7831,True,False,10000,0,5061,4939,10000
Mark Flores,29,ACORIZAL,MT,78269384062,93389312,370,53.7831,True,True,10000,0,5061,4939,10000
Fernando Coleman,57,ABAETETUBA,PA,85110949700,27054527561009,370,53.7831,True,False,10000,0,5061,4939,10000
Jonathan Dixon,54,ÁGUA BRANCA,PB,55123323414,16538613,370,53.7831,True,True,10000,0,5061,4939,10000
Thomas Rivas,65,ABREU E LIMA,PE,42171481358,89442870142859,370,53.7831,True,False,10000,0,5061,4939,10000
Renee Cooper,45,ACAUÃ,PI,35798071375,15669213,370,53.7831,True,True,10000,0,5061,4939,10000
Steven Williams,24,ABATIÁ,PR,30539327506,84482082543001,370,53.7831,True,False,10000,0,5061,4939,10000
Lauren Mitchell,61,ANGRA DOS REIS,rio de  janeiro ,15106991552,70716613,15,53.7831,True,True,10000,0,5061,4939,10000
Jacqueline Simmons,30,ACARI,RN,99640449253,03192240876223,370,53.7831,True,False,10000,0,5061,4939,10000
Samantha Mcclure,68,ALTA FLORESTA D'OESTE,RO,22413956417,89794913,370,53.7831,True,True,10000,0,5061,4939,10000
Angela Rhodes,81,AMAJARI,RR,64246606669,48140877272880,370,53.7831,True,False,10000,0,5061,4939,10000
Robert Lewis,46,ACEGUÁ,RS,67164049459,95171313,370,53.7831,True,True,10000,0,5061,4939,10000
Elizabeth Thomas,76,ABDON BATISTA,SC,66577869995,29830418330167,370,53.7831,True,False,10000,0,5061,4939,10000
William Mcintosh,26,AMPARO DE SÃO FRANCISCO,SE,67615576237,90051513,370,53.7831,True,True,10000,0,5061,4939,10000
Marcia Alvarado,84,ADAMANTINA,SP,96256785657,57126773264974,364,53.7831,True,False,10000,0,5061,4939,10000
Sydney Garcia,88,ABREULÂNDIA,TO,35374214195,87376513,370,53.7831,True,True,10000,0,5061,4939,10000
Noah Wilson,56,ACRELÂNDIA,AC,36419139694,18356772948316,371,53.7831,True,False,10000,0,5061,4939,10000
Austin Evans,29,ÁGUA BRANCA,AL,33898036960,34697713,371,53.7831,True,True,10000,0,5061,4939,10000
Alexa Hill,45,ALVARÃES,AM,80819138665,20926314525270,371,53.7831,True,False,10000,0,5061,4939,10000
Timothy Johnson,64,SERRA DO NAVIO,AP,47807853832,79776613,371,53.7831,True,True,10000,0,5061,4939,10000
Janet Middleton,21,ABAÍRA,BA,52963075421,99902221825499,371,53.7831,True,False,10000,0,5061,4939,10000
Vincent Torres,47,ABAIARA,CE,64069701362,29131513,371,53.7831,True,True,10000,0,5061,4939,10000
Marie Ibarra,64,Brasília,DF,23489136314,45164300464051,365,53.7831,True,False,10000,0,5061,4939,10000
Dale Lucas,65,AFONSO CLÁUDIO,ES,64127674954,38328413,371,53.7831,True,True,10000,0,5061,4939,10000
William Carr,40,ABADIA DE GOIÁS,GO,31330835115,64864099329600,371,53.7831,True,False,10000,0,5061,4939,10000
Ashley Howell,74,AÇAILÂNDIA,MA,5601380082,77667212,371,53.7831,True,True,10000,0,5061,4939,10000
Sherry Duke,50,ABADIA DOS DOURADOS,MG,43182758926,47023030447084,340,53.7831,True,False,10000,0,5061,4939,10000
Margaret Cline,58,ÁGUA CLARA,MS,60421281677,21161213,370,53.7831,True,True,10000,0,5061,4939,10000
Donald Howell,45,ACORIZAL,MT,53150287715,56496777995331,370,53.7831,True,False,10000,0,5061,4939,10000
Allen Nguyen,77,ABAETETUBA,PA,18259326469,49290913,370,53.7831,True,True,10000,0,5061,4939,10000
Marcus Rogers,40,ÁGUA BRANCA,PB,51938901053,42868038236752,370,53.7831,True,False,10000,0,5061,4939,10000
Scott Griffin,20,ABREU E LIMA,PE,40879196840,74442513,370,53.7831,True,True,10000,0,5061,4939,10000
Rebecca Thomas,80,ACAUÃ,PI,82204691534,75714889042849,370,53.7831,True,False,10000,0,5061,4939,10000
Lori Fitzpatrick,20,ABATIÁ,PR,26283035159,58887613,370,53.7831,True,True,10000,0,5061,4939,10000
Daniel Roberts,56,ANGRA DOS REIS,rio de  janeiro ,73127637152,61306865643092,15,53.7831,True,False,10000,0,5061,4939,10000
Richard Bauer,65,ACARI,RN,3667033664,92828713,370,53.7831,True,True,10000,0,5061,4939,10000
Justin Perez,86,ALTA FLORESTA D'OESTE,RO,17972690464,02978363197758,370,53.7831,True,False,10000,0,5061,4939,10000
Ashley James,86,AMAJARI,RR,22117371370,18769612,370,53.7831,True,True,10000,0,5061,4939,10000
Mathew Edwards,52,ACEGUÁ,RS,06856590385,13154668749209,370,53.7831,True,False,10000,0,5061,4939,10000
John Thomas,70,ABDON BATISTA,SC,50198279400,47825713,370,53.7831,True,True,10000,0,5061,4939,10000
Destiny Stevens,90,AMPARO DE SÃO FRANCISCO,SE,96163939360,46015840814207,370,53.7831,True,False,10000,0,5061,4939,10000
April Evans,73,ADAMANTINA,SP,4454824193,94767213,364,53.7831,True,True,10000,0,5061,4939,10000
Randy Brown,59,ABREULÂNDIA,TO,30629349991,61455791572108,370,53.7831,True,False,10000,0,5061,4939,10000
Michele Medina,23,ACRELÂNDIA,AC,84431177108,75224513,371,53.7831,True,True,10000,0,5061,4939,10000
